ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
1756,아크릴레이트/다이메티콘코폴리머,Acrylates/Dimethicone Copolymer,아크릴레이트/디메치콘코폴리머,Acrylates/Dimethicone Copolymer
1757,스피드웰잎추출물,Veronica Officinalis Leaf Extract,꼬리풀잎추출물,Veronica Officinalis Leaf Extract
1758,아크릴레이트/다이메틸아미노에틸메타크릴레이트코폴리머,Acrylates/Dimethylaminoethyl Methacrylate Copolymer,아크릴레이트/디메칠아미노에칠메타크릴레이트코폴리머,Acrylates/Dimethylaminoethyl Methacrylate Copolymer
1759,아크릴레이트/다이아세톤아크릴아마이드코폴리머,Acrylates/Diacetoneacrylamide Copolymer,아크릴레이트/디아세톤아크릴아마이드코폴리머,Acrylates/Diacetoneacrylamide Copolymer
1760,아크릴레이트/라우릴아크릴레이트/스테아릴아크릴레이트/에틸아민옥사이드메타크릴레이트코폴리머,Acrylates/Lauryl Acrylate/Stearyl Acrylate/EthylamineOxide Methacrylate Copolymer,아크릴레이트/라우릴아크릴레이트/스테아릴아크릴레이트/에칠아민옥사이드메타크릴레이트코폴리머,Acrylates/Lauryl Acrylate/Stearyl Acrylate/EthylamineOxide Methacrylate Copolymer
1761,아크릴레이트/베헤네스-25메타크릴레이트코폴리머,Acrylates/Beheneth-25 Methacrylate Copolymer,,
1762,아크릴레이트/베헤닐아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Behenyl Acrylate/Dimethicone MethacrylateCopolymer,아크릴레이트/베헤닐아크릴레이트/디메치콘메타크릴레이트코폴리머,Acrylates/Behenyl Acrylate/Dimethicone MethacrylateCopolymer
1763,아크릴레이트/t-부틸아크릴아마이드코폴리머,Acrylates/t-Butylacrylamide Copolymer,,
1764,아크릴레이트/브이에이코폴리머,Acrylates/VA Copolymer,,
1765,아크릴레이트/브이피코폴리머,Acrylates/VP Copolymer,,
1766,아크릴레이트/비닐아이소데카노에이트크로스폴리머,Acrylates/Vinyl Isodecanoate Crosspolymer,아크릴레이트/비닐이소데카노에이트크로스폴리머,Acrylates/Vinyl Isodecanoate Crosspolymer
1767,아크릴레이트/C1-2석시네이트/하이드록시아크릴레이트코폴리머,Acrylates/C1-2 Succinates/Hydroxyacrylates Copolymer,,
1768,스피드웰추출물,Veronica Officinalis Extract,꼬리풀추출물,Veronica Officinalis Extract
1769,아크릴레이트/세테스-20이타코네이트코폴리머,Acrylates/Ceteth-20 Itaconate Copolymer,,
1770,아크릴레이트/스테아레스-20메타크릴레이트코폴리머,Acrylates/Steareth-20 Methacrylate Copolymer,,
1771,아크릴레이트/스테아레스-20이타코네이트코폴리머,Acrylates/Steareth-20 Itaconate Copolymer,,
1772,아크릴레이트/스테아릴메타크릴레이트코폴리머,Acrylates/Stearyl Methacrylate Copolymer,,
1773,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Stearyl Acrylate/Dimethicone MethacrylateCopolymer,아크릴레이트/스테아릴아크릴레이트/디메치콘메타크릴레이트코폴리머,Acrylates/Stearyl Acrylate/Dimethicone MethacrylateCopolymer
1774,아크릴레이트/스테아릴아크릴레이트/에틸아민옥사이드메타크릴레이트코폴리머,Acrylates/Stearyl Acrylate/Ethylamine Oxide MethacrylateCopolymer,아크릴레이트/스테아릴아크릴레이트/에칠아민옥사이드메타크릴레이트코폴리머,Acrylates/Stearyl Acrylate/Ethylamine Oxide MethacrylateCopolymer
1775,아크릴레이트/아미노아크릴레이트/C10-30알킬피이지-20이타코네이트코폴리머,Acrylates/Aminoacrylates/C10-30 Alkyl PEG-20 ItaconateCopolymer,,
1776,아크릴레이트/아크릴아마이드코폴리머,Acrylates/Acrylamide Copolymer,,
1777,아크릴레이트/C12-22알킬메타크릴레이트코폴리머,Acrylates/C12-22 Alkyl Methacrylate Copolymer,,
1778,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,,
1779,마조람꽃오일,Origanum Majorana Flower Oil,꽃박하꽃오일,Origanum Majorana Flower Oil
1780,아크릴레이트/암모늄메타크릴레이트코폴리머,Acrylates/Ammonium Methacrylate Copolymer,,
1781,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate/Dimethicone MethacrylateCopolymer,아크릴레이트/에칠헥실아크릴레이트/디메치콘메타크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate/Dimethicone MethacrylateCopolymer
1782,아크릴레이트/에틸헥실아크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate Copolymer,아크릴레이트/에칠헥실아크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate Copolymer
1783,아크릴레이트/에틸헥실아크릴레이트크로스폴리머,Acrylates/Ethylhexyl Acrylate Crosspolymer,아크릴레이트/에칠헥실아크릴레이트크로스폴리머,Acrylates/Ethylhexyl Acrylate Crosspolymer
1784,아크릴레이트/에틸헥실아크릴레이트/헤마/스타이렌코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA/Styrene Copolymer,아크릴레이트/에칠헥실아크릴레이트/헤마/스타이렌코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA/Styrene Copolymer
1785,아크릴레이트/옥틸아크릴아마이드코폴리머,Acrylates/Octylacrylamide Copolymer,,
1786,아크릴레이트/카바메이트코폴리머,Acrylates/Carbamate Copolymer,,
1787,아크릴레이트코폴리머,Acrylates Copolymer,,
1788,아크릴레이트/트라이데실아크릴레이트/트라이에톡시실릴프로필메타크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Tridecyl Acrylate/TriethoxysilylpropylMethacrylate/Dimethicone Methacrylate Copolymer,아크릴레이트/트리데실아크릴레이트/트리에톡시실릴프로필메타크릴레이트/디메치콘메타크릴레이트코폴리머,Acrylates/Tridecyl Acrylate/TriethoxysilylpropylMethacrylate/Dimethicone Methacrylate Copolymer
1789,아크릴레이트/트라이스(트라이메틸실록시)실릴프로필메타크릴레이트코폴리머,Acrylates/Tris(Trimethylsiloxy)silylpropyl MethacrylateCopolymer,아크릴레이트/트리스(트리메칠실록시)실릴프로필메타크릴레이트코폴리머,Acrylates/Tris(Trimethylsiloxy)silylpropyl MethacrylateCopolymer
1790,마조람잎오일,Origanum Majorana Leaf Oil,꽃박하잎오일,Origanum Majorana Leaf Oil
1791,아크릴레이트/팔메스-25아크릴레이트코폴리머,Acrylates/Palmeth-25 Acrylate Copolymer,,
1792,아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,Acrylates/Polytrimethylsiloxymethacrylate Copolymer,아크릴레이트/폴리트리메칠실록시메타크릴레이트코폴리머,Acrylates/Polytrimethylsiloxymethacrylate Copolymer
1793,아크릴레이트/피이지-10말리에이트/스타이렌코폴리머,Acrylates/PEG-10 Maleate/Styrene Copolymer,,
1794,아크릴레이트/하이드록시에스터아크릴레이트코폴리머,Acrylates/Hydroxyesters Acrylates Copolymer,,
1795,아크릴릭애씨드/브이피크로스폴리머,Acrylic Acid/VP Crosspolymer,,
1796,아크릴릭애씨드/아크릴로나이트로젠코폴리머,Acrylic Acid/Acrylonitrogens Copolymer,,
1797,아크릴아마이드/소듐아크릴레이트코폴리머,Acrylamide/Sodium Acrylate Copolymer,,
1798,아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,아크릴아마이드/소듐아크릴로일디메칠타우레이트코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer
1799,아크릴아마이드/암모늄아크릴레이트코폴리머,Acrylamide/Ammonium Acrylate Copolymer,,
1800,아크릴아마이드코폴리머,Acrylamides Copolymer,,
1801,마조람잎추출물,Origanum Majorana Leaf Extract,꽃박하잎추출물,Origanum Majorana Leaf Extract
1802,아크릴아미도프로필트라이모늄클로라이드/아크릴아마이드코폴리머,Acrylamidopropyltrimonium Chloride/AcrylamideCopolymer,아크릴아미도프로필트리모늄클로라이드/아크릴아마이드코폴리머,Acrylamidopropyltrimonium Chloride/AcrylamideCopolymer
1803,아텔로콜라겐,Atelocollagen,,
1804,아틀라스시다나무껍질오일,Cedrus Atlantica Bark Oil,아틀라스시다껍질오일,Cedrus Atlantica Bark Oil
1805,아틀라스시다껍질추출물,Cedrus Atlantica Bark Extract,,
1806,그레이트카더멈씨추출물,Aframomum Angustifolium Seed Extract,아프라모멈 안구스티폴리움씨추출물,Aframomum Angustifolium Seed Extract
1807,아프리카자두나무껍질추출물,Prunus Africana Bark Extract,아프리카벗나무껍질추출물,Prunus Africana Bark Extract
1808,잉카피넛씨오일,Plukenetia Volubilis Seed Oil,아프리칸월넛오일,Plukenetia Volubilis Seed Oil
1809,살구씨아미노산,Apricot Kernel Amino Acids,아프리코트커넬아미노산|아프리코트커넬아미노애씨드,Apricot Kernel Amino Acids
1810,아프리코트커넬오일피이지-6에스터,Apricot Kernel Oil PEG-6 Esters,,
1811,꽃창포추출물,Iris Ensata Extract,,
1812,아프리코트커넬오일피이지-40에스터,Apricot Kernel Oil PEG-40 Esters,,
1813,아피제닌,Apigenin,,
1814,악마의발톱뿌리추출물,Harpagophytum Procumbens Root Extract,,
1815,숙근안개초뿌리추출물,Gypsophila Paniculata Root Extract,안개초뿌리추출물,Gypsophila Paniculata Root Extract
1816,안디로바씨오일,Carapa Guianensis Seed Oil,,Carapa Guaianensis Seed Oil
1817,안젤리카뿌리오일,Angelica Archangelica Root Oil,,
1818,안젤리카뿌리추출물,Angelica Archangelica Root Extract,,
1819,안젤리카씨오일,Angelica Archangelica Seed Oil,,
1820,안젤리카잎추출물,Angelica Archangelica Leaf Extract,,
1821,안토시아닌,Anthocyanins,,
1822,꽃향유추출물,Elsholtzia Splendens Extract,,
1823,안펠티옵시스 콩킨나추출물,Ahnfeltiopsis Concinna Extract,안펠티옵시스 콘신나추출물|안펠티아 콘신나추출물,Ahnfeltia Concinna Extract|Ahnfeltiopsis Concinna Extract
1824,알더열매추출물,Alnus Firmifolia Fruit Extract,,
1825,알디옥사,Aldioxa,,
1826,알라닌,Alanine,,
1827,알란토인,Allantoin,,
1828,알란토인글리시레티닉애씨드,Allantoin Glycyrrhetinic Acid,,
1829,알란토인아세틸메티오닌,Allantoin Acetyl Methionine,알란토인아세틸메치오닌,Allantoin Acetyl Methionine
1830,알란토인아스코베이트,Allantoin Ascorbate,,
1831,알란토인폴리갈락투로닉애씨드,Allantoin Polygalacturonic Acid,,
1832,알로에베라꽃추출물,Aloe Barbadensis Flower Extract,,
1833,꽈리열매추출물,Physalis Alkekengi Fruit Extract,,
1834,알로에베라잎,Aloe Barbadensis Leaf,,
1835,알로에베라잎가루,Aloe Barbadensis Leaf Powder,,
1836,알로에베라잎수,Aloe Barbadensis Leaf Water,,
1837,알로에베라잎즙,Aloe Barbadensis Leaf Juice,,
1838,알로에베라잎즙가루,Aloe Barbadensis Leaf Juice Powder,,
1839,알로에베라잎추출물,Aloe Barbadensis Leaf Extract,,
1840,알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,,
1841,알로에신,Aloesin,,
1842,케이프알로에잎추출물,Aloe Ferox Leaf Extract,알로에잎추출물,Aloe Ferox Leaf Extract
1843,알루미나,Alumina,,
1844,꾸지뽕나무껍질추출물,Cudrania Tricuspidata Bark Extract,,
1845,알루미나마그네슘메타실리케이트,Alumina Magnesium Metasilicate,,
1846,알루미늄,Aluminum,알루미늄가루|알루미늄파우더,Aluminum Powder
1848,알루미늄글리시네이트,Aluminum Glycinate,,
1849,알루미늄다이미리스테이트,Aluminum Dimyristate,알루미늄디미리스테이트,Aluminum Dimyristate
1850,알루미늄다이스테아레이트,Aluminum Distearate,알루미늄디스테아레이트,Aluminum Distearate
1851,알루미늄/마그네슘하이드록사이드스테아레이트,Aluminum/Magnesium Hydroxide Stearate,,
1852,알루미늄미리스테이트,Aluminum Myristate,,
1853,알루미늄벤조에이트,Aluminum Benzoate,,
1854,알루미늄설페이트,Aluminum Sulfate,,
1855,감자즙,Solanum Tuberosum (Potato) Juice,,
1856,꿀,Honey,벌꿀,
1857,알루미늄세스퀴클로로하이드레이트,Aluminum Sesquichlorohydrate,,
1858,알루미늄수크로오스옥타설페이트,Aluminum Sucrose Octasulfate,알루미늄슈크로오스옥타설페이트,Aluminum Sucrose Octasulfate
1859,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,알루미늄스타치옥테닐석시네이트,Aluminum Starch Octenylsuccinate
1860,알루미늄스테아레이트,Aluminum Stearate,,
1861,알루미늄스테아로일글루타메이트,Aluminum Stearoyl Glutamate,,
1862,알루미늄실리케이트,Aluminum Silicate,,
1863,알루미늄아이소스테아레이트,Aluminum Isostearate,알루미늄이소스테아레이트,Aluminum Isostearate
1864,알루미늄칼슘소듐실리케이트,Aluminum Calcium Sodium Silicate,,
1865,꿀추출물,Honey Extract,,
1866,알루미늄클로라이드,Aluminum Chloride,,
1867,알루미늄클로로하이드레이트,Aluminum Chlorohydrate,,
1868,알루미늄클로로하이드렉스피지,Aluminum Chlorohydrex PG,,
1869,알루미늄트라이스테아레이트,Aluminum Tristearate,알루미늄트리스테아레이트,Aluminum Tristearate
1870,알루미늄피씨에이,Aluminum PCA,,
1871,알루미늄하이드로제네이티드탈로우글루타메이트,Aluminum Hydrogenated Tallow Glutamate,,
1872,알루미늄하이드록사이드,Aluminum Hydroxide,,
1873,알류리틱애씨드,Aleuritic Acid,,
1874,알릴메타크릴레이트크로스폴리머,Allyl Methacrylates Crosspolymer,,
1875,알릴스테아레이트/브이에이코폴리머,Allyl Stearate/VA Copolymer,,
1876,꿀풀꽃/잎/줄기추출물,Prunella Vulgaris Flower/Leaf/Stem Extract,,
1877,알릴카프로에이트,Allyl Caproate,,
1878,알부민,Albumen,,
1879,알부민추출물,Albumen Extract,,
1880,알부틴,Arbutin,,
1881,알엔에이,RNA,,
1882,알지닉애씨드,Alginic Acid,,
1883,알지닌,Arginine,,
1884,알지닌/라이신폴리펩타이드,Arginine/Lysine Polypeptide,,
1885,알지닌에이치씨엘,Arginine HCl,,
1886,알지닌코코에이트,Arginine Cocoate,,
1887,꿀풀잎추출물,Prunella Vulgaris Leaf Extract,,
1888,알지닌페룰레이트,Arginine Ferulate,,
1889,알지닌피씨에이,Arginine PCA,,
1890,알진,Algin,,
1891,C18-21알케인,C18-21 Alkane,C18-21알칸,C18-21 Alkane
1892,C10-12알케인/사이클로알케인,C10-12 Alkane/Cycloalkane,C10-12알칸/사이클로알칸,C10-12 Alkane/Cycloalkane
1893,알칸나뿌리추출물,Alkanna Tinctoria Root Extract,,
1894,알칼리게네스폴리사카라이드,Alcaligenes Polysaccharides,,
1895,C12-15알코올,C12-15 Alcohols,,
1896,C12-16알코올,C12-16 Alcohols,,
1897,C14-22알코올,C14-22 Alcohols,,
1898,끈끈이주걱추출물,Drosera Rotundifolia Extract,,
1899,C20-22알코올,C20-22 Alcohols,,
1900,C20-40알코올,C20-40 Alcohols,,
1901,C30-50알코올,C30-50 Alcohols,,
1902,C40-60알코올,C40-60 Alcohols,,
1903,알클록사,Alcloxa,,
1904,C1-5알킬갈락토만난,C1-5 Alkyl Galactomannan,,
1905,C12-20알킬글루코사이드,C12-20 Alkyl Glucoside,,
1906,C20-24알킬다이메티콘,C20-24 Alkyl Dimethicone,C20-24알킬디메치콘,C20-24 Alkyl Dimethicone
1907,C24-28알킬다이메티콘,C24-28 Alkyl Dimethicone,C24-28알킬디메치콘,C24-28 Alkyl Dimethicone
1908,C26-28알킬다이메티콘,C26-28 Alkyl Dimethicone,C26-28알킬디메치콘,C26-28 Alkyl Dimethicone
1909,나무이끼추출물,Evernia Furfuracea (Treemoss) Extract,,
1910,C30-45알킬다이메티콘,C30-45 Alkyl Dimethicone,C30-45알킬디메치콘,C30-45 Alkyl Dimethicone
1911,C30-45알킬다이메티콘/폴리사이클로헥센옥사이드크로스폴리머,C30-45 Alkyl Dimethicone/Polycyclohexene OxideCrosspolymer,C30-45알킬디메치콘/폴리사이클로헥센옥사이드크로스폴리머,C30-45 Alkyl Dimethicone/Polycyclohexene OxideCrosspolymer
1912,C12-13알킬락테이트,C12-13 Alkyl Lactate,,
1913,C12-15알킬락테이트,C12-15 Alkyl Lactate,,
1914,C20-24알킬메티콘,C20-24 Alkyl Methicone,C20-24알킬메치콘,C20-24 Alkyl Methicone
1915,C24-28알킬메티콘,C24-28 Alkyl Methicone,C24-28알킬메치콘,C24-28 Alkyl Methicone
1916,C30-45알킬메티콘,C30-45 Alkyl Methicone,C30-45알킬메치콘,C30-45 Alkyl Methicone
1917,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,,
1918,C30-45알킬세테아릴다이메티콘크로스폴리머,C30-45 Alkyl Cetearyl Dimethicone Crosspolymer,C30-45알킬세테아릴디메치콘크로스폴리머,C30-45 Alkyl Cetearyl Dimethicone Crosspolymer
1919,C14-28알킬애씨드,C14-28 Alkyl Acid,,
1920,나문재추출물,Suaeda Asparagoides Extract,,
1921,C12-13알킬에틸헥사노에이트,C12-13 Alkyl Ethylhexanoate,C12-13알킬에칠헥사노에이트,C12-13 Alkyl Ethylhexanoate
1922,C12-15알킬에틸헥사노에이트,C12-15 Alkyl Ethylhexanoate,C12-15알킬에칠헥사노에이트,C12-15 Alkyl Ethylhexanoate
1923,C14-18알킬에틸헥사노에이트,C14-18 Alkyl Ethylhexanoate,C14-18알킬에칠헥사노에이트,C14-18 Alkyl Ethylhexanoate
1924,2-알킬-N-카복시메틸-N-하이드록시에틸이미다졸리늄베타인,,2-알킬-N-카복시메칠-N-하이드록시에칠이미다졸리늄베타인,2-Alkyl-N-Carboxymethyl-N-HydroxyethylimidazoliniumBetaine
1925,C1-8알킬테트라하이드록시사이클로헥사노에이트,C1-8 Alkyl Tetrahydroxycyclohexanoate,,
1926,C20-22알킬포스페이트,C20-22 Alkyl Phosphate,,
1927,C12-16알킬피이지-2하이드록시프로필하이드록시에틸에틸셀룰로오스,C12-16 Alkyl PEG-2 Hydroxypropyl HydroxyethylEthylcellulose,C12-16알킬피이지-2하이드록시프로필하이드록시에칠에칠셀룰로오스,C12-16 Alkyl PEG-2 Hydroxypropyl HydroxyethylEthylcellulose
1928,C18-38알킬하이드록시스테아로일스테아레이트,C18-38 Alkyl Hydroxystearoyl Stearate,,
1929,알테로모나스발효추출물,Alteromonas Ferment Extract,,
1930,알파-글루칸올리고사카라이드,Alpha-Glucan Oligosaccharide,,
1931,나이아신,Niacin,,
1932,알파-아이소메틸아이오논,Alpha-Isomethyl Ionone,알파-이소메칠이오논,Alpha-Isomethyl Ionone
1933,알파인웜우드추출물,Artemisia Umbelliformis Extract,,
1934,암모늄글라이콜레이트,Ammonium Glycolate,,
1935,암모늄글리시리제이트,Ammonium Glycyrrhizate,,
1936,암모늄라우레스설페이트,Ammonium Laureth Sulfate,,
1937,암모늄라우릴설페이트,Ammonium Lauryl Sulfate,,
1938,암모늄라우릴설포석시네이트,Ammonium Lauryl Sulfosuccinate,,
1939,암모늄바이카보네이트,Ammonium Bicarbonate,,
1940,암모늄쉘라케이트,Ammonium Shellacate,,
1941,나이아신아마이드,Niacinamide,,
1942,암모늄스타이렌/아크릴레이트코폴리머,Ammonium Styrene/Acrylates Copolymer,,
1943,암모늄스테아레이트,Ammonium Stearate,,
1944,암모늄은아연알루미늄실리케이트,Ammonium Silver Zinc Aluminum Silicate,암모늄실버징크알루미늄실리케이트,Ammonium Silver Zinc Aluminum Silicate
1945,암모늄아크릴레이트코폴리머,Ammonium Acrylates Copolymer,,
1946,암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머,Ammonium Acryloyldimethyltaurate/Beheneth-25Methacrylate Crosspolymer,암모늄아크릴로일디메칠타우레이트/베헤네스-25메타크릴레이트크로스폴리머,Ammonium Acryloyldimethyltaurate/Beheneth-25Methacrylate Crosspolymer
1947,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,Ammonium Acryloyldimethyltaurate/VP Copolymer,암모늄아크릴로일디메칠타우레이트/브이피코폴리머,Ammonium Acryloyldimethyltaurate/VP Copolymer
1948,암모늄C12-16알킬설페이트,Ammonium C12-16 Alkyl Sulfate,,
1949,암모늄자일렌설포네이트,Ammonium Xylenesulfonate,,
1950,암모늄티오글라이콜레이트,Ammonium Thioglycolate,암모늄치오글라이콜레이트,Ammonium Thioglycolate
1951,암모늄티오락테이트,Ammonium Thiolactate,암모늄치오락테이트,Ammonium Thiolactate
1952,나이트로셀룰로오스,Nitrocellulose,,
1953,암모늄카보네이트,Ammonium Carbonate,,
1954,암모늄코코일이세티오네이트,Ammonium Cocoyl Isethionate,암모늄코코일이세치오네이트,Ammonium Cocoyl Isethionate
1955,암모늄클로라이드,Ammonium Chloride,,
1956,암모늄퍼설페이트,Ammonium Persulfate,,
1957,암모늄C6-16퍼플루오로알킬에틸포스페이트,Ammonium C6-16 Perfluoroalkylethyl Phosphate,암모늄C6-16퍼플루오로알킬에칠포스페이트,Ammonium C6-16 Perfluoroalkylethyl Phosphate
1958,암모늄포스파티딜레이프씨데이트,Ammonium Phosphatidyl Rapeseedate,,
1959,암모늄포스페이트,Ammonium Phosphate,,
1960,암모늄폴리아크릴레이트,Ammonium Polyacrylate,,
1961,암모늄폴리아크릴로일다이메틸타우레이트,Ammonium Polyacryloyldimethyl Taurate,암모늄폴리아크릴로일디메칠타우레이트,Ammonium Polyacryloyldimethyl Taurate
1962,암모늄하이드록사이드,Ammonium Hydroxide,,
1963,감자추출물,Solanum Tuberosum (Potato) Pulp Extract,,
1964,암모니아,Ammonia,,
1965,암펠롭시스 그로세덴타타잎추출물,Ampelopsis Grossedentata Leaf Extract,,
1966,애기똥풀추출물,Chelidonium Majus Extract,,
1967,애기부들이삭추출물,Typha Angustifolia Spike Extract,,
1968,애기수영추출물,Rumex Acetosella Extract,,
1969,애기장대추출물,Arabidopsis Thaliana Extract,,
1970,애로루트뿌리추출물,Maranta Arundinacea Root Extract,,
1971,C20-40애씨드,C20-40 Acid,,
1972,C18-36애씨드글라이콜에스터,C18-36 Acid Glycol Ester,,
1973,C8-12애씨드트라이글리세라이드,C8-12 Acid Triglyceride,C8-12애씨드트리글리세라이드,C8-12 Acid Triglyceride
1974,나일론-6,Nylon-6,,
1975,C12-18애씨드트라이글리세라이드,C12-18 Acid Triglyceride,C12-18애씨드트리글리세라이드,C12-18 Acid Triglyceride
1976,C18-36애씨드트라이글리세라이드,C18-36 Acid Triglyceride,C18-36애씨드트리글리세라이드,C18-36 Acid Triglyceride
1977,C23-43애씨드펜타에리스리톨테트라에스터,C23-43 Acid Pentaerythritol Tetraester,,
1978,C12-20애씨드피이지-8에스터,C12-20 Acid PEG-8 Ester,,
1979,쑥잎가루,Artemisia Princeps Leaf Powder,애엽가루,Artemisia Princeps Leaf Powder
1980,쑥잎수,Artemisia Princeps Leaf Water,애엽수,Artemisia Princeps Leaf Water
1981,쑥잎추출물,Artemisia Princeps Leaf Extract,애엽추출물,Artemisia Princeps Leaf Extract
1982,애타풀자이트,Attapulgite,,
1983,애플민트잎추출물,Mentha Suaveolens Leaf Extract,애플민트잎추출물,Mentha Suaveolens Leaf Extract
1984,앵도나무열매추출물,Prunus Tomentosa Fruit Extract,앵두추출물,Prunus Tomentosa Fruit Extract
1985,나일론6/12,Nylon 6/12,,
1986,와일드얌뿌리추출물,Dioscorea Villosa (Wild Yam) Root Extract,야생얌뿌리추출물,Dioscorea Villosa (Wild Yam) Root Extract
1987,야자꽃추출물,Astrocaryum Murumuru Flower Extract,,
1988,야자씨버터,Astrocaryum Murumuru Seed Butter,야자버터|야자씨드버터,Astrocaryum Murumuru Seed Butter
1989,양골담초꽃추출물,Cytisus Scoparius Flower Extract,,
1990,양구슬냉이씨오일,Camelina Sativa Seed Oil,,
1993,스피어민트꽃/잎/줄기추출물,Mentha Spicata Flower/Leaf/Stem Extract,양박하꽃/잎/줄기추출물,
1994,양배추추출물,Brassica Oleracea Capitata (Cabbage) Leaf Extract,양배추잎추출물,Brassica Oleracea Capitata (Cabbage) Leaf Extract
1995,양배추즙,Brassica Oleracea Capitata (Cabbage) Juice,,
1996,나일론-11,Nylon-11,,
1997,양벚나무열매추출물,Prunus Avium (Sweet Cherry) Fruit Extract,,
1998,양송이버섯추출물,Agaricus Bisporus (Mushroom) Extract,양송이버섯추출물,Agaricus Bisporus (Mushroom) Extract|Agaricus Bisporus(Mushroom) Cap/Stem Extract
1999,소리쟁이뿌리추출물,Rumex Crispus Root Extract,양제근추출물,Rumex Crispus Root Extract
2000,양지꽃추출물,Potentilla Fragarioides Extract,,
2001,양파추출물,Allium Cepa (Onion) Bulb Extract,,
2002,양하추출물,Zingiber Mioga Extract,,
2003,약모밀가루,Houttuynia Cordata Powder,어성초가루,Houttuynia Cordata Powder
2004,약모밀추출물,Houttuynia Cordata Extract,어성초추출물,Houttuynia Cordata Extract
2005,얼룩조릿대잎추출물,Sasa Veitchii Leaf Extract,,
2006,엉겅퀴꽃/잎/줄기추출물,Cirsium (Thistle) Flower/Leaf/Stem Extract,,
2007,나일론-12,Nylon-12,,
2008,에난티아 클로란타껍질추출물,Enantia Chlorantha Bark Extract,,
2009,에델바이스꽃/잎추출물,Leontopodium Alpinum Flower/Leaf Extract,,
2010,그나팔리움 레온토포디움꽃추출물,Gnaphalium Leontopodium Flower Extract,에델바이스꽃추출물,Gnaphalium Leontopodium Flower Extract|LeontopodiumAlpinum Flower Extract
2011,에델바이스추출물,Leontopodium Alpinum Extract,,
2012,에르고티오네인,Ergothioneine,에르고치오네인,Ergothioneine
2013,에리소빅애씨드,Erythorbic Acid,,
2014,에리스로다이올,Erythrodiol,에리스로디올,Erythrodiol
2015,에리스루로오스,Erythrulose,에리스룰로오스,Erythrulose
2016,에리스리톨,Erythritol,,
2017,에리스리틸트라이에틸헥사노에이트,Erythrityl Triethylhexanoate,에리스리틸트리에칠헥사노에이트,Erythrityl Triethylhexanoate
2018,나일론-66,Nylon-66,,
2019,에뮤오일,Emu Oil,,
2020,에버라스팅꽃수,Helichrysum Italicum Flower Water,,
2021,옐로우체이스트위드추출물,Helichrysum Arenarium Extract,에버라스팅추출물,Helichrysum Arenarium Extract|Helichrysum ItalicumExtract
2022,에스신,Escin,,
2023,에스쿨린,Esculin,,
2024,에이엠피디-로진하이드롤라이즈드콜라겐,AMPD-Rosin Hydrolyzed Collagen,,
2025,에이엠피디-아이소스테아로일하이드롤라이즈드콜라겐,AMPD-Isostearoyl Hydrolyzed Collagen,에이엠피디-이소스테아로일하이드롤라이즈드콜라겐,AMPD-Isostearoyl Hydrolyzed Collagen
2026,에이엠피-아크릴레이트/다이아세톤아크릴아마이드코폴리머,AMP-Acrylates/Diacetoneacrylamide Copolymer,에이엠피-아크릴레이트/디아세톤아크릴아마이드코폴리머,AMP-Acrylates/Diacetoneacrylamide Copolymer
2027,에이엠피-아크릴레이트/알릴메타크릴레이트코폴리머,AMP-Acrylates/Allyl Methacrylate Copolymer,,
2028,에이엠피-아크릴레이트/C1-18알킬아크릴레이트/C1-8알킬아크릴아마이드/하이드록시에틸아크릴레이트코폴리머,AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 AlkylAcrylamide/Hydroxyethylacrylate Copolymer,에이엠피-아크릴레이트/C1-18알킬아크릴레이트/C1-8알킬아크릴아마이드/하이드록시에칠아크릴레이트코폴리머,AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 AlkylAcrylamide/Hydroxyethylacrylate Copolymer
2029,나일론-611/다이메티콘코폴리머,Nylon-611/Dimethicone Copolymer,나일론-611/디메치콘코폴리머,Nylon-611/Dimethicone Copolymer
