ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
22867,류코노스톡세포외소포,Leuconostoc Extracellular Vesicles,,
22868,벤조인나무수지오일,Styrax Benzoin Resin Oil,,
22869,퍼퓨랄메틸시트레이트,Furfuralmethyl Citrate,,
22870,사쿠라네틴,Sakuranetin,,
22871,용머리추출물,,,
22872,알로에베라잎/쑥잎/녹차/약모밀/인동덩굴꽃/박하/광곽향잎/황금뿌리추출물,,,
22873,약모밀잎/인동덩굴꽃/잎/박하잎/뽕나무잎/탱자/복령뿌리/쇠비름/산돌배잎/도꼬마리열매/줄줄기추출물,,,
22874,에스-거미펜타펩타이드-1,s-Spider Pentapeptide-1,,
22875,에스-거미펜타펩타이드-2,s-Spider Pentapeptide-2,,
22876,편백잎/육계나무껍질/황련/박하/모란뿌리/붉나무충영/측백나무잎/당느릅나무뿌리추출물,,,
22877,넉줄고사리/한련초/모란뿌리/하수오뿌리/할미꽃뿌리/붉나무충영/고삼뿌리/쓴풀/측백나무잎/당느릅나무뿌리추출물,,,
22878,수국꽃/잎/줄기소포,,,
22879,수국꽃소포,,,
22880,수국잎소포,Hydrangea Macrophylla Leaf Vesicles,,
22881,에스알-(메티오닐스타퓔로코쿠스 시물란스폴리펩타이드-1다이펩타이드-53스타퓔로코쿠스파지2638A폴리펩타이드-1),sr-(Methionyl Staphylococcus Simulans Polypeptide-1Dipeptide-53 Staphylococcus Phage 2638A Polypeptide-1),,
22882,에스에이치-폴리펩타이드-50,sh-Polypeptide-50,,
22883,회향열매오일,Foeniculum Vulgare Fruit Oil,,
22884,하이드롤라이즈드테프씨추출물,Hydrolyzed Eragrostis Tef Seed Extract,,
22885,청미래덩굴추출물,Smilax China Extract,,
22886,옻나무추출물,Rhus Verniciflua Extract,,
22887,오미자가지추출물,Schisandra Chinensis Branch Extract,,
22888,바위솔꽃/잎/줄기추출물,Orostachys Japonica Flower/Leaf/Stem Extract,,
22889,도꼬마리열매/잎/줄기추출물,Xanthium Strumarium Fruit/Leaf/Stem Extract,,
22890,소이밀크추출물,Soymilk Extract,,
22891,하이드롤라이즈드인삼잎/뿌리/줄기추출물,Hydrolyzed Panax Ginseng Leaf/Root/Stem Extract,,
22892,수염가래꽃추출물,Lobelia Chinensis Extract,,
22893,미선나무잎추출물,Abeliophyllum Distichum Leaf Extract,,
22894,덱스트린/매스틱검/잔탄검추출물,,,
22895,미선나무수,,,
22896,미선나무뿌리추출물,,,
22897,미선나무꽃추출물,,,
22898,효모/구절초발효추출물,,,
22899,바실러스/상추추출물발효여과물,,,
22900,초석잠풀뿌리추출물,Stachys Affinis Root Extract,,
22901,느타리속하이브리드추출물,,,
22902,에스알-스타퓔로코쿠스 시물란스폴리펩타이드-1,sr-Staphylococcus Simulans Polypeptide-1,,
22904,에스알-스타퓔로코쿠스파지2638A폴리펩타이드-1,sr-Staphylococcus Phage 2638A Polypeptide-1,,
22905,테프씨추출물,Eragrostis Tef Seed Extract,,
22906,"1,2-헵탄다이올","1,2-Heptanediol",,
22907,브라시실발리네이트에실레이트,Brassicyl Valinate Esylate,,
22908,프로판다이올카프릴레이트,Propanediol Caprylate,,
22909,산초나무열매추출물,Zanthoxylum Schinifolium Fruit Extract,,
22910,담팔수가지/잎추출물,Elaeocarpus Sylvestris Branch/Leaf Extract,,
22911,당유자껍질추출물,Citrus Maxima Peel Extract,,
22912,튜나카도나씨오일,Opuntia Streptacantha Seed Oil,,
22913,페오니딘클로라이드,Peonidin Chloride,,
22914,퍼푸로갈린카복실릭애씨드,Purpurogallin Carboxylic Acid,,
22915,메틸이미노옥소티아졸리디닐아세타미도다이메틸티오펜카복실레이트,Methyl Iminooxothiazolidinyl AcetamidoDimethylthiophene Carboxylate,,
22916,나비콩꽃,,,
22917,마테잎가루,,,
22918,한라봉수,,,
22919,메뚜기오일,Grasshopper Oil,,
22920,N-스테아로일세린올,N-Stearoyl Serinol,,
22921,징크클로라이드하이드록사이드,Zinc Chloride Hydroxide,,
22922,이노토다이올,Inotodiol,,
22924,다미아나꽃/잎/줄기오일,Turnera Diffusa Flower/Leaf/Stem Oil,,
22925,니코티아나 벤타미아나헥사펩타이드-40에스에이치-폴리펩타이드-47,Nicotiana Benthamiana Hexapeptide-40 sh-Polypeptide-47,,
22926,C12-16알킬피이지-7메타크릴레이트/퍼플루오로헥실에틸메타크릴레이트코폴리머,C12-16 Alkyl PEG-7 Methacrylate/PerfluorohexylethylMethacrylate Copolymer,,
22927,꾸지뽕나무가지/잎추출물,Cudrania Tricuspidata Branch/Leaf Extract,,
22928,미나리잎/줄기수,,,
22929,왕선인장열매/줄기추출물,,단자단선선인장열매/줄기추출물,
22930,상동나무캘러스추출물,,,
22931,바위수국잎추출물,Hydrangea Hydrangeoides Leaf Extract,,
22932,닥풀꽃/부틸렌글라이콜/글리세린/수크로오스발효여과물,,,
22933,브로콜리꽃/잎/줄기가루,,,
22934,에스에이치-폴리펩타이드-47,sh-Polypeptide-47,,
22935,말리에이티드콩오일글리세릴/옥틸도데칸올에스터즈,Maleated Soybean Oil Glyceryl/Octyldodecanol Esters,,
22936,아라키딜/베헤닐알코올,Arachidyl/Behenyl Alcohol,,
22937,아라키딜/베헤닐베타이네이트에실레이트,Arachidyl/Behenyl Betainate Esylate,,
22938,알-아욱세노클로렐라 프로토테코이데스오일,r-Auxenochlorella Protothecoides Oil,,
22939,알피니아 우라이엔시스잎오일,Alpinia Uraiensis Leaf Oil,,
22940,락토바실러스/뽕나무잎추출물발효여과물,,,
22941,(아스퍼질러스/쌀발효물)/감초뿌리발효추출물,,,
22942,벌개미취추출물,Aster Koraiensis Extract,,
22943,생강나무잎추출물,Lindera Obtusiloba Leaf Extract,,
22944,에스알-(메티오닐헥사펩타이드-40효모폴리펩타이드-2에스에이치-폴리펩타이드-134),sr-(Methionyl Hexapeptide-40 SaccharomycesPolypeptide-2 sh-Polypeptide-134),,
22945,조나리아 토우르네포르티이추출물,Zonaria Tournefortii Extract,,
22946,둥근매듭풀추출물,Kummerowia Stipulacea Extract,,
22947,둥근매듭풀꽃/잎/줄기추출물,Kummerowia Stipulacea Flower/Leaf/Stem Extract,,
22948,둥근매듭풀뿌리추출물,Kummerowia Stipulacea Root Extract,,
22949,매듭풀뿌리추출물,Kummerowia Striata Root Extract,,
22950,매듭풀꽃/잎/줄기추출물,Kummerowia Striata Flower/Leaf/Stem Extract,,
22951,털여뀌뿌리추출물,Persicaria Orientalis Root Extract,,
22952,털여뀌추출물,Persicaria Orientalis Extract,,
22953,털여뀌꽃/잎/줄기추출물,Persicaria Orientalis Flower/Leaf/Stem Extract,,
22954,털여뀌꽃추출물,Persicaria Orientalis Flower Extract,,
22955,털여뀌잎추출물,,,
22956,에스알-(메티오닐에스에이치-폴리펩타이드-11올리고펩타이드-200에스에이치-올리고펩타이드-1),sr-(Methionyl sh-Polypeptide-11 Oligopeptide-200 sh-Oligopeptide-1),,
22957,만다린나무추출물,Citrus Reticulata (Tangerine) Extract,,
22958,지지푸스 스피나-크리스티잎추출물,Ziziphus Spina-Christi Leaf Extract,,
22959,페디오코쿠스 아키딜락티키배양여과물,,,
22960,흰서양송로오일추출물,Tuber Magnatum Oil Extract,,
22961,지모뿌리/참당귀뿌리/우엉열매/모창출뿌리/당개나리열매/감초뿌리/지황뿌리/방풍뿌리/형개꽃이삭/고삼뿌리/남가새열매/도꼬마리열매추출물,,,
22962,락토바실러스/모과/당밀발효여과물,,모과초,
22963,사과초,,사과나무열매초,
22964,다마스크장미꽃잎수,,,
22965,코마가테이박테르 레티쿠스발효여과물,,,
22966,코마가테이박테르 레티쿠스발효용해여과물,,코마가테이박테르 레티쿠스발효용해물,
22967,테트라카복시메틸테트라펩타이드-91N6-트라이펩타이드-91,Tetracarboxymethyl Tetrapeptide-91 N6-Tripeptide-91,,
22968,클로로아세틱애씨드,Chloroacetic Acid,,
22969,하헬라 케유엔시스발효여과추출물,Hahella Chejuensis Ferment Filtrate Extract,,
22970,병풀잎소포,Centella Asiatica Leaf Vesicles,,
22971,우유엑소좀,Milk Exosomes,,
22972,맥문동추출물,Liriope Muscari Extract,,
22973,아보카도과육,,,
22974,순비기나무가지/잎추출물,Vitex Rotundifolia Branch/Leaf Extract,,
22975,인동덩굴추출물,Lonicera Japonica (Honeysuckle) Extract,,
22976,양배추잎/줄기수,,,
22979,락토바실러스/다마스크장미꽃잎/당밀발효여과물,,,
22980,락토바실러스/다시마/당밀발효여과물,,,
22981,판토에아 왈리시발효추출여과물,Pantoea Wallissi Ferment Extract Filtrate,,
22982,로세오모나스 무코사발효추출여과물,Roseomonas Mucosa Ferment Extract Filtrate,,
22983,흰버드나무추출물,Salix Alba (Willow) Extract,,
22984,트라이펩타이드-80,Tripeptide-80,,
22985,트라이펩타이드-81,Tripeptide-81,,
22986,에스에이치-데카펩타이드-5에스피,sh-Decapeptide-5 SP,,
22987,하이드록시에톡시에틸카프릴아마이드,Hydroxyethoxyethyl Caprylamide,,
22988,다이라우라미도아이소프로판올,Dilauramido Isopropanol,,
22989,카복시메틸하이드록시에틸셀룰로오스,Carboxymethyl Hydroxyethylcellulose,,
22990,석류나무캘러스세포외소포,Punica Granatum Callus Extracellular Vesicles,,
22991,타임캘러스세포외소포,,,
22992,약모밀캘러스세포외소포,Houttuynia Cordata Callus Extracellular Vesicles,,
22993,창포캘러스세포외소포,Acorus Calamus Callus Extracellular Vesicles,,
22994,락토바실러스/보검선인장줄기/당밀발효여과물,,,
22995,서양배초,,,
22996,닥풀꽃/잎/줄기추출물,,,
23237,세테아릴베타이네이트메실레이트,Cetearyl Betainate Mesylate,,
23238,스테아릴/베헤닐베타이네이트메실레이트,Stearyl/Behenyl Betainate Mesylate,,
23239,다이아이소노닐프탈레이트,Diisononyl Phthalate,,
23240,스테아릴/베헤닐알코올,Stearyl/Behenyl Alcohol,,
23241,실리카카프릴릴실릴레이트,Silica Caprylyl Silylate,,
23242,비타민나무열매수,Hippophae Rhamnoides Fruit Water,,
23243,효모/헥사펩타이드-11발효여과추출물,Saccharomyces/Hexapeptide-11 Ferment Filtrate Extract,,
23244,에스에이치-데카펩타이드-11에스에이치-펜타펩타이드-4에스피,sh-Decapeptide-11 sh-Pentapeptide-4 SP,,
23245,키토산에이치씨엘,Chitosan HCl,,
23246,벤조일트립타민,Benzoyl Tryptamine,,
23247,약모밀잎소포,Houttuynia Cordata Leaf Vesicles,,
23248,삼뿌리수,,,
23249,흑효모/매스틱검추출물발효여과물,Aureobasidium Pullulans/Mastic Gum Extract FermentFiltrate,,
23250,약모밀소포,Houttuynia Cordata Vesicles,,
23251,로즈마리소포,Rosmarinus Officinalis (Rosemary) Vesicles,,
23252,작약뿌리소포,Paeonia Lactiflora Root Vesicles,,
23253,황금뿌리소포,Scutellaria Baicalensis Root Vesicles,,
23254,연꽃잎소포,Nelumbo Nucifera Leaf Vesicles,,
23255,쇠비름소포,Portulaca Oleracea Vesicles,,
23256,티트리소포,Melaleuca Alternifolia Vesicles,,
23257,하수오뿌리소포,Polygonum Multiflorum Root Vesicles,,
23258,무화과나무소포,Ficus Carica (Fig) Vesicles,,
23259,양배추잎소포,Brassica Oleracea Capitata (Cabbage) Leaf Vesicles,,
23260,에델바이스캘러스세포외소포,Leontopodium Alpinum Callus Extracellular Vesicles,,
23261,감자꽃추출물,Solanum Tuberosum (Potato) Flower Extract,,
23262,벨루틴,Velutin,,
23263,락토바실러스/흰버드나무껍질추출물발효여과물,Lactobacillus/Salix Alba (Willow) Bark Extract FermentFiltrate,,
23264,락토바실러스/티트리잎추출물발효여과물,Lactobacillus/Tea Tree Leaf Extract Ferment Filtrate,,
23265,락토바실러스/(개똥쑥/병풀/흰버드나무껍질/티트리잎/감초뿌리)추출물발효여과물,Lactobacillus/(Artemisia Annua/Centella Asiatica/WillowBark/Tea Tree Leaf/Licorice Root) Extract Ferment Filtrate,,
23266,젓갈리바카발효추출여과물,Jeotgalibaca Ferment Extract Filtrate,,
23267,소듐코코일메틸이세티오네이트,Sodium Cocoyl Methyl Isethionate,,
23268,구아바잎가루,,,
23269,(아스퍼질러스/쌀발효물)/뱀딸기/도꼬마리열매발효추출물,,,
23270,부처손잎소포,,,
23271,봄박스 코스타툼꽃추출물,Bombax Costatum Flower Extract,,
23272,길레아드발삼나무가지/열매/잎추출물,Commiphora Gileadensis (Balm of Gilead)Branch/Fruit/Leaf Extract,,
23273,카본추출물,Carbon Extract,,
23274,스퍼미딘,Spermidine,,
23275,디우탄검,Diutan Gum,,
23276,가시대나무/자작나무/하늘타리줄기즙추출물,Bambusa Arundinacea/Betula PlatyphyllaJaponica/Trichosanthes Kirilowii Stem Juice Extract,,
23277,하이드롤라이즈드잎파래잎추출물,Hydrolyzed Ulva Linza Leaf Extract,하이드롤라이즈드잎파래여과물,
