"goods_no","product_name","brand_name","ml_표시용량","ml_추정총용량","용량_단위","price_regular","price_sale","price_per_10ml","ingredient","공통_ingredient","차별화_ingredient"
"A000000183751","[시카보다 4배*강한] 한율 어린쑥 수분진정 토너 150ml","한율","150.0","150.0","ml","27000.0","21600","1440.0","정제수, 부틸렌글라이콜, 베타인, 글리세린, 황해쑥잎수(18,944 ppm), 1,2-헥산다이올, 판테놀(5,000 ppm), 피피지-13-데실테트라데세스-24, 2,3-부탄다이올, 향료, 에틸헥실글리세린, 잔탄검, 다이소듐이디티에이, 프로판다이올, 레시틴, 락토바실러스발효물, 이눌린라우릴카바메이트, 황해쑥잎추출물(10 ppm), 토코페롤, 병풀꽃/잎/줄기추출물","","[22-1] 정제수, [22-2] 부틸렌글라이콜, [22-3] 베타인, [22-4] 글리세린, [22-5] 황해쑥잎수(18, [22-6] 944 ppm), [22-7] 1,2-헥산다이올, [22-8] 판테놀(5, [22-9] 000 ppm), [22-10] 피피지-13-데실테트라데세스-24, [22-11] 2,3-부탄다이올, [22-12] 향료, [22-13] 에틸헥실글리세린, [22-14] 잔탄검, [22-15] 다이소듐이디티에이, [22-16] 프로판다이올, [22-17] 레시틴, [22-18] 락토바실러스발효물, [22-19] 이눌린라우릴카바메이트, [22-20] 황해쑥잎추출물(10 ppm), [22-21] 토코페롤, [22-22] 병풀꽃/잎/줄기추출물"
"A000000255384","[쿨링화잘먹/버블토너] 더샘 스킨 프렙 쿨링 무스 토너 70ml","더샘","70.0","70.0","ml","14900.0","9900","1414.3","정제수, 다이메틸에터, 글리세린, 트라이프로필렌글라이콜, 프로판다이올, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 변성알코올, 트레할로오스, 풀루란, 카보머, 향료, 알지닌, 부틸렌글라이콜, 알란토인, 펜틸렌글라이콜, 빙하수, 다이포타슘글리시리제이트, 메틸다이아이소프로필프로피온아마이드, 소듐파이테이트, 카프릴릭/카프릭트라이글리세라이드, 소듐하이알루로네이트크로스폴리머, 멕시칸치아씨추출물, 병풀추출물, 약모밀추출물, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 에틸헥실글리세린, 감나무잎추출물, 자일리톨, 포도추출물, 벤질글라이콜, 잇꽃꽃추출물, 커피콩추출물, 호장근뿌리추출물, 녹차추출물, 밤껍질추출물, 초피나무열매추출물, 사과추출물, 하이드롤라이즈드하이알루로닉애씨드, 판테놀, 우르솔릭애씨드, 세라마이드엔피, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 하이알루로닉애씨드, 라즈베리케톤","","[47-1] 정제수, [47-2] 다이메틸에터, [47-3] 글리세린, [47-4] 트라이프로필렌글라이콜, [47-5] 프로판다이올, [47-6] 1,2-헥산다이올, [47-7] 폴리글리세릴-10라우레이트, [47-8] 변성알코올, [47-9] 트레할로오스, [47-10] 풀루란, [47-11] 카보머, [47-12] 향료, [47-13] 알지닌, [47-14] 부틸렌글라이콜, [47-15] 알란토인, [47-16] 펜틸렌글라이콜, [47-17] 빙하수, [47-18] 다이포타슘글리시리제이트, [47-19] 메틸다이아이소프로필프로피온아마이드, [47-20] 소듐파이테이트, [47-21] 카프릴릭/카프릭트라이글리세라이드, [47-22] 소듐하이알루로네이트크로스폴리머, [47-23] 멕시칸치아씨추출물, [47-24] 병풀추출물, [47-25] 약모밀추출물, [47-26] 하이드롤라이즈드글라이코사미노글리칸, [47-27] 소듐하이알루로네이트, [47-28] 하이드로제네이티드레시틴, [47-29] 에틸헥실글리세린, [47-30] 감나무잎추출물, [47-31] 자일리톨, [47-32] 포도추출물, [47-33] 벤질글라이콜, [47-34] 잇꽃꽃추출물, [47-35] 커피콩추출물, [47-36] 호장근뿌리추출물, [47-37] 녹차추출물, [47-38] 밤껍질추출물, [47-39] 초피나무열매추출물, [47-40] 사과추출물, [47-41] 하이드롤라이즈드하이알루로닉애씨드, [47-42] 판테놀, [47-43] 우르솔릭애씨드, [47-44] 세라마이드엔피, [47-45] 폴리글리세릴-3메틸글루코오스다이스테아레이트, [47-46] 하이알루로닉애씨드, [47-47] 라즈베리케톤"
"A000000170638","에센허브 티트리 90 카밍 토너 320ml","에센허브","320.0","320.0","ml","","21000","656.2","티트리잎추출물, 부틸렌글라이콜, 나이아신아마이드, 디프로필렌글라이콜, 디메칠이미다졸리디논쌀전분, 글리세린, 트레할로스, 베타인, 자몽추출물, 유자추출물, 유칼립투스잎추출물, 클로브꽃추출물, 고삼추출물, 알란토인, 티트리잎오일, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 1,2-헥산디올, 카프릴릴글라이콜, 아데노신, 팔각회향추출물, 디포타슘글리시리제이트, 시트릭애씨드, 멘톡시프로판디올, 슈가켈프추출물, 위치하젤잎수, 알로에베라잎추출물, 병풀추출물, 카페인, 토코페릴아세테이트, 디소듐이디티에이","","[31-1] 티트리잎추출물, [31-2] 부틸렌글라이콜, [31-3] 나이아신아마이드, [31-4] 디프로필렌글라이콜, [31-5] 디메칠이미다졸리디논쌀전분, [31-6] 글리세린, [31-7] 트레할로스, [31-8] 베타인, [31-9] 자몽추출물, [31-10] 유자추출물, [31-11] 유칼립투스잎추출물, [31-12] 클로브꽃추출물, [31-13] 고삼추출물, [31-14] 알란토인, [31-15] 티트리잎오일, [31-16] 피피지-26-부테스-26, [31-17] 피이지-40하이드로제네이티드캐스터오일, [31-18] 1,2-헥산디올, [31-19] 카프릴릴글라이콜, [31-20] 아데노신, [31-21] 팔각회향추출물, [31-22] 디포타슘글리시리제이트, [31-23] 시트릭애씨드, [31-24] 멘톡시프로판디올, [31-25] 슈가켈프추출물, [31-26] 위치하젤잎수, [31-27] 알로에베라잎추출물, [31-28] 병풀추출물, [31-29] 카페인, [31-30] 토코페릴아세테이트, [31-31] 디소듐이디티에이"
"A000000179255","[진정/속보습] 센텔리안24 마데카 데일리 리페어 토너 단독 기획 (150ml+50ml)","센텔리안24","150.0","200.0","ml","30000.0","20850","1042.5","락토바실러스/병풀추출발효여과물, 병풀추출물, 글리세린, 정제수, 부틸렌글라이콜, 나이아신아마이드, 펜틸렌글라이콜, 글리세레스-26, 다이페닐다이메티콘, 쇠비름추출물, 트라이에틸헥사노인, 병풀잎추출물, 무화과추출물, 매실추출물, 사과추출물, 파파야열매추출물, 포도추출물, 돌콩추출물, 하이드로제네이티드레시틴, 올리브오일, 병풀오일, 폴리글리세릴-10미리스테이트, 카보머, 트로메타민, 베타-글루칸, 글리세릴폴리메타크릴레이트, 아데노신, 다이소듐이디티에이, 에톡시다이글라이콜, 옥틸도데칸올, 마데카식애씨드, 아시아티코사이드, 글라이코리피드, C12-13파레스-9, 병풀아미노산, 아시아틱애씨드, 하이드롤라이즈드병풀단백질, 세라마이드엔피, 프로테아제, 베툴린, 프로판다이올, 알지닌, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 테트라하이드로피페린, 플로레틴, 1,2-헥산다이올, 피토스핑고신, 에틸헥실글리세린","","[48-1] 락토바실러스/병풀추출발효여과물, [48-2] 병풀추출물, [48-3] 글리세린, [48-4] 정제수, [48-5] 부틸렌글라이콜, [48-6] 나이아신아마이드, [48-7] 펜틸렌글라이콜, [48-8] 글리세레스-26, [48-9] 다이페닐다이메티콘, [48-10] 쇠비름추출물, [48-11] 트라이에틸헥사노인, [48-12] 병풀잎추출물, [48-13] 무화과추출물, [48-14] 매실추출물, [48-15] 사과추출물, [48-16] 파파야열매추출물, [48-17] 포도추출물, [48-18] 돌콩추출물, [48-19] 하이드로제네이티드레시틴, [48-20] 올리브오일, [48-21] 병풀오일, [48-22] 폴리글리세릴-10미리스테이트, [48-23] 카보머, [48-24] 트로메타민, [48-25] 베타-글루칸, [48-26] 글리세릴폴리메타크릴레이트, [48-27] 아데노신, [48-28] 다이소듐이디티에이, [48-29] 에톡시다이글라이콜, [48-30] 옥틸도데칸올, [48-31] 마데카식애씨드, [48-32] 아시아티코사이드, [48-33] 글라이코리피드, [48-34] C12-13파레스-9, [48-35] 병풀아미노산, [48-36] 아시아틱애씨드, [48-37] 하이드롤라이즈드병풀단백질, [48-38] 세라마이드엔피, [48-39] 프로테아제, [48-40] 베툴린, [48-41] 프로판다이올, [48-42] 알지닌, [48-43] 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, [48-44] 테트라하이드로피페린, [48-45] 플로레틴, [48-46] 1,2-헥산다이올, [48-47] 피토스핑고신, [48-48] 에틸헥실글리세린"
"A000000169683","[쿨링/진정] 차앤박 아쿠아 수딩 토너 200ml 1+1 기획","차앤박","200.0","400.0","ml","29500.0","20520","513.0","정제수, 프로판다이올, 다이프로필렌글라이콜, 에리스리톨, 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 폴리솔베이트80, 판테놀, 소듐하이알루로네이트, 알란토인, 글리세린, 다이소듐이디티에이, 하이알루로닉애씨드, 트로메타민, 펜틸렌글라이콜, 향료, 말라카이트추출물, 마데카소사이드, 쇠비름추출물, 하이드록시페닐프로파미도벤조익애씨드, 판토락톤, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드레시틴, 글루코오스, 알지닌, 하이드록시프로필메틸셀룰로오스, 시트릭애씨드, 아스코빌팔미테이트, 칼슘카보네이트, 아세틸글루코사민, 아스코빅애씨드, 글루타티온, 리날룰","","[34-1] 정제수, [34-2] 프로판다이올, [34-3] 다이프로필렌글라이콜, [34-4] 에리스리톨, [34-5] 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린, [34-6] 1,2-헥산다이올, [34-7] 부틸렌글라이콜, [34-8] 폴리솔베이트80, [34-9] 판테놀, [34-10] 소듐하이알루로네이트, [34-11] 알란토인, [34-12] 글리세린, [34-13] 다이소듐이디티에이, [34-14] 하이알루로닉애씨드, [34-15] 트로메타민, [34-16] 펜틸렌글라이콜, [34-17] 향료, [34-18] 말라카이트추출물, [34-19] 마데카소사이드, [34-20] 쇠비름추출물, [34-21] 하이드록시페닐프로파미도벤조익애씨드, [34-22] 판토락톤, [34-23] 카프릴릭/카프릭트라이글리세라이드, [34-24] 하이드로제네이티드레시틴, [34-25] 글루코오스, [34-26] 알지닌, [34-27] 하이드록시프로필메틸셀룰로오스, [34-28] 시트릭애씨드, [34-29] 아스코빌팔미테이트, [34-30] 칼슘카보네이트, [34-31] 아세틸글루코사민, [34-32] 아스코빅애씨드, [34-33] 글루타티온, [34-34] 리날룰"
"A000000221424","[대용량/수분광] 마몽드 플로라 글로우 로즈 워터 토너 500ml","마몽드","500.0","500.0","ml","25000.0","20000","400.0","다마스크장미꽃수(90%), 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 에틸헥실글리세린, 정제수, 카보머, 소듐메타포스페이트, 트로메타민, 알란토인, 향료, 하이드롤라이즈드식물성단백질, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트","","[19-1] 다마스크장미꽃수(90%), [19-2] 부틸렌글라이콜, [19-3] 프로판다이올, [19-4] 1,2-헥산다이올, [19-5] 피피지-13-데실테트라데세스-24, [19-6] 에틸헥실글리세린, [19-7] 정제수, [19-8] 카보머, [19-9] 소듐메타포스페이트, [19-10] 트로메타민, [19-11] 알란토인, [19-12] 향료, [19-13] 하이드롤라이즈드식물성단백질, [19-14] 토코페롤, [19-15] 소듐하이알루로네이트, [19-16] 하이드롤라이즈드하이알루로닉애씨드, [19-17] 소듐하이알루로네이트크로스폴리머, [19-18] 하이알루로닉애씨드, [19-19] 소듐아세틸레이티드하이알루로네이트"
"A000000210050","아누아 복숭아 나이아신아마이드 에센스 토너 250mL","아누아","250.0","250.0","ml","25000.0","19500","780.0","복숭아수(77%), 2,3-부탄다이올, 정제수, 글리세린, 다이프로필렌글라이콜, 나이아신아마이드, 부틸렌글라이콜, 1,2-헥산다이올, 락토바실러스발효물, 메틸프로판다이올, 스트렙토코쿠스 테르모필루스발효물, 복숭아추출물(250ppm), 사과즙, 비피다발효용해물, 바실러스발효물, 진흙버섯추출물, 자일로오스, 갈락토미세스발효여과물, 알파-알부틴, 복사나무꽃추출물(1ppb), 소듐하이알루로네이트, 하이드롤라이즈드식물성단백질, 폴리글리세릴-10라우레이트, 프로판다이올, 스쿠알란, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 다이페닐다이메티콘, 트라이에틸헥사노인, 에틸헥실글리세린, 폴리글리세릴-10스테아레이트, 아데노신, 하이드로제네이티드레시틴, 다이포타슘글리시리제이트, 트로메타민, 소듐폴리아크릴레이트, 판테놀, 소듐하이알루로네이트크로스폴리머, 세라마이드엔피, 알란토인, 사이아노코발아민, 폴리글루타믹애씨드, 소듐스테아로일글루타메이트, 토코페롤, 베타인살리실레이트, 아스코빅애씨드, 아스코빌글루코사이드, 말토덱스트린, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 히스티딘, 시스테인, 메티오닌, 잔탄검, 향료","","[67-1] 복숭아수(77%), [67-2] 2,3-부탄다이올, [67-3] 정제수, [67-4] 글리세린, [67-5] 다이프로필렌글라이콜, [67-6] 나이아신아마이드, [67-7] 부틸렌글라이콜, [67-8] 1,2-헥산다이올, [67-9] 락토바실러스발효물, [67-10] 메틸프로판다이올, [67-11] 스트렙토코쿠스 테르모필루스발효물, [67-12] 복숭아추출물(250ppm), [67-13] 사과즙, [67-14] 비피다발효용해물, [67-15] 바실러스발효물, [67-16] 진흙버섯추출물, [67-17] 자일로오스, [67-18] 갈락토미세스발효여과물, [67-19] 알파-알부틴, [67-20] 복사나무꽃추출물(1ppb), [67-21] 소듐하이알루로네이트, [67-22] 하이드롤라이즈드식물성단백질, [67-23] 폴리글리세릴-10라우레이트, [67-24] 프로판다이올, [67-25] 스쿠알란, [67-26] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [67-27] 카프릴릭/카프릭트라이글리세라이드, [67-28] 다이페닐다이메티콘, [67-29] 트라이에틸헥사노인, [67-30] 에틸헥실글리세린, [67-31] 폴리글리세릴-10스테아레이트, [67-32] 아데노신, [67-33] 하이드로제네이티드레시틴, [67-34] 다이포타슘글리시리제이트, [67-35] 트로메타민, [67-36] 소듐폴리아크릴레이트, [67-37] 판테놀, [67-38] 소듐하이알루로네이트크로스폴리머, [67-39] 세라마이드엔피, [67-40] 알란토인, [67-41] 사이아노코발아민, [67-42] 폴리글루타믹애씨드, [67-43] 소듐스테아로일글루타메이트, [67-44] 토코페롤, [67-45] 베타인살리실레이트, [67-46] 아스코빅애씨드, [67-47] 아스코빌글루코사이드, [67-48] 말토덱스트린, [67-49] 글라이신, [67-50] 세린, [67-51] 글루타믹애씨드, [67-52] 아스파틱애씨드, [67-53] 류신, [67-54] 알라닌, [67-55] 라이신, [67-56] 알지닌, [67-57] 타이로신, [67-58] 페닐알라닌, [67-59] 프롤린, [67-60] 트레오닌, [67-61] 발린, [67-62] 아이소류신, [67-63] 히스티딘, [67-64] 시스테인, [67-65] 메티오닌, [67-66] 잔탄검, [67-67] 향료"
"A000000211858","[결청소토너] 딕셔니스트 아미노산 토너 250ml *","딕셔니스트","250.0","250.0","ml","30000.0","19500","780.0","정제수, 부틸렌글라이콜, 바실러스발효물, 나이아신아마이드, 1,2-헥산다이올, 락토바실러스/석류발효추출물, 무화과추출물, 귤껍질추출물, 폴리글루타믹애씨드, 살리실릭애씨드, 카프릴로일살리실릭애씨드, 글리세린, 프로판다이올, 시트릭애씨드, 소듐시트레이트, 하이드록시에틸셀룰로오스, 소듐폴리아크릴레이트, 글루코노락톤, 소듐파이테이트","","[19-1] 정제수, [19-2] 부틸렌글라이콜, [19-3] 바실러스발효물, [19-4] 나이아신아마이드, [19-5] 1,2-헥산다이올, [19-6] 락토바실러스/석류발효추출물, [19-7] 무화과추출물, [19-8] 귤껍질추출물, [19-9] 폴리글루타믹애씨드, [19-10] 살리실릭애씨드, [19-11] 카프릴로일살리실릭애씨드, [19-12] 글리세린, [19-13] 프로판다이올, [19-14] 시트릭애씨드, [19-15] 소듐시트레이트, [19-16] 하이드록시에틸셀룰로오스, [19-17] 소듐폴리아크릴레이트, [19-18] 글루코노락톤, [19-19] 소듐파이테이트"
"A000000224040","아누아 라이스 70 글로우 밀키 토너 250ml","아누아","250.0","250.0","ml","25000.0","19500","780.0","쌀겨수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 나이아신아마이드, 프로판다이올, 정제수, 1,2- 헥산다이올, 메틸글루세스-20, 판테놀, 베타인, 쌀추출물, 하이드록시아세토페논, 다이페닐다이메티콘, 트라이에틸헥사노인, 하이드로제네이티드레시틴, 아데노신, 에틸헥실글리세린, 카보머, 트로메타민, 잔탄검, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 카카오씨추출물, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 덱스트린, 하이드롤라이즈드쌀단백질, 쌀단백질, 세라마이드엔피, 소듐라우로일락틸레이트, 알부틴, 아스코빅애씨드, 알란토인, 세라마이드에이피, 피토스핑고신, 콜레스테롤, 세라마이드이오피","","[38-1] 쌀겨수, [38-2] 부틸렌글라이콜, [38-3] 글리세린, [38-4] 다이프로필렌글라이콜, [38-5] 나이아신아마이드, [38-6] 프로판다이올, [38-7] 정제수, [38-8] 1,2- 헥산다이올, [38-9] 메틸글루세스-20, [38-10] 판테놀, [38-11] 베타인, [38-12] 쌀추출물, [38-13] 하이드록시아세토페논, [38-14] 다이페닐다이메티콘, [38-15] 트라이에틸헥사노인, [38-16] 하이드로제네이티드레시틴, [38-17] 아데노신, [38-18] 에틸헥실글리세린, [38-19] 카보머, [38-20] 트로메타민, [38-21] 잔탄검, [38-22] 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, [38-23] 카카오씨추출물, [38-24] 소듐하이알루로네이트, [38-25] 하이드롤라이즈드하이알루로닉애씨드, [38-26] 하이알루로닉애씨드, [38-27] 덱스트린, [38-28] 하이드롤라이즈드쌀단백질, [38-29] 쌀단백질, [38-30] 세라마이드엔피, [38-31] 소듐라우로일락틸레이트, [38-32] 알부틴, [38-33] 아스코빅애씨드, [38-34] 알란토인, [38-35] 세라마이드에이피, [38-36] 피토스핑고신, [38-37] 콜레스테롤, [38-38] 세라마이드이오피"
"A000000231459","[NEW/뿌리는토너미스트] 허블룸 콤부차 플랜트 바이옴 토너 150ml","허블룸","150.0","150.0","ml","24000.0","19200","1280.0","정제수, 펜틸렌글라이콜, *글리세린, 프로 판다이올, *효모/자일리눔/홍차발효물(0.75%/ 7,500ppm), 부틸렌글라이콜, 카프릴릴글라이 콜, 폴리글리세릴-4카프레이트, 맥아추출물, 스위 트아몬드오일, 소듐하이알루로네이트, 분비나무 오일, 광곽향오일, 락토바실러스발효용해여과물, 유자껍질오일, 갈바눔수지오일, 멕시칸주니퍼 오일, 유칼립투스잎오일, 고삼뿌리추출물, 자란 뿌리추출물, 복사나무꽃추출물, 연꽃꽃추출물, 연꽃잎추출물, 접시꽃추출물, 트루구아이악목부오일, 호호바씨오일, 하이드로제네이티드레 시틴, 약모밀소포, 1,2-헥산다이올","","[30-1] 정제수, [30-2] 펜틸렌글라이콜, [30-3] *글리세린, [30-4] 프로 판다이올, [30-5] *효모/자일리눔/홍차발효물(0.75%/ 7, [30-6] 500ppm), [30-7] 부틸렌글라이콜, [30-8] 카프릴릴글라이 콜, [30-9] 폴리글리세릴-4카프레이트, [30-10] 맥아추출물, [30-11] 스위 트아몬드오일, [30-12] 소듐하이알루로네이트, [30-13] 분비나무 오일, [30-14] 광곽향오일, [30-15] 락토바실러스발효용해여과물, [30-16] 유자껍질오일, [30-17] 갈바눔수지오일, [30-18] 멕시칸주니퍼 오일, [30-19] 유칼립투스잎오일, [30-20] 고삼뿌리추출물, [30-21] 자란 뿌리추출물, [30-22] 복사나무꽃추출물, [30-23] 연꽃꽃추출물, [30-24] 연꽃잎추출물, [30-25] 접시꽃추출물, [30-26] 트루구아이악목부오일, [30-27] 호호바씨오일, [30-28] 하이드로제네이티드레 시틴, [30-29] 약모밀소포, [30-30] 1,2-헥산다이올"
"A000000188048","브링그린 대나무 히알루 수분 토너 500mL","브링그린","500.0","500.0","ml","27000.0","18900","378.0","정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 판테놀, 왕대수액, 에틸헥실글리세린, 소듐하이알루로네이트, 잔탄검, 알란토인, 다이소듐이디티에이, 베타-글루칸, 접시꽃추출물, 토코페롤, 왕대추출물","","[15-1] 정제수, [15-2] 부틸렌글라이콜, [15-3] 글리세린, [15-4] 1,2-헥산다이올, [15-5] 판테놀, [15-6] 왕대수액, [15-7] 에틸헥실글리세린, [15-8] 소듐하이알루로네이트, [15-9] 잔탄검, [15-10] 알란토인, [15-11] 다이소듐이디티에이, [15-12] 베타-글루칸, [15-13] 접시꽃추출물, [15-14] 토코페롤, [15-15] 왕대추출물"
"A000000213097","[모공/진정케어] 조선미녀 맑은쌀채운 토너 150ml","조선미녀","150.0","150.0","ml","","18000","1200.0","정제수, 메틸프로판다이올, 프로판다이올, 1,2-헥산다이올, 글리세린, 글리세레스-26, 폴리메틸메타크릴레이트, 쌀추출물(0.1 %), 황련뿌리추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 무화과추출물, 병풀추출물, 카카오씨추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 판테놀, 하이드록시에틸우레아, 알루미늄클로로하이드레이트, 부틸렌글라이콜, 마이크로크리스탈린셀룰로오스, 소듐시트레이트, 카올린, 에틸헥실글리세린, 다이포타슘글리시리제이트, 시트릭애씨드, 덱스트린, 세라마이드엔피, 토코페롤, 쌀아미노산(100 ppb)","","[30-1] 정제수, [30-2] 메틸프로판다이올, [30-3] 프로판다이올, [30-4] 1,2-헥산다이올, [30-5] 글리세린, [30-6] 글리세레스-26, [30-7] 폴리메틸메타크릴레이트, [30-8] 쌀추출물(0.1 %), [30-9] 황련뿌리추출물, [30-10] 당느릅나무뿌리추출물, [30-11] 줄맨드라미씨추출물, [30-12] 무화과추출물, [30-13] 병풀추출물, [30-14] 카카오씨추출물, [30-15] 하이드로제네이티드레시틴, [30-16] 소듐하이알루로네이트, [30-17] 판테놀, [30-18] 하이드록시에틸우레아, [30-19] 알루미늄클로로하이드레이트, [30-20] 부틸렌글라이콜, [30-21] 마이크로크리스탈린셀룰로오스, [30-22] 소듐시트레이트, [30-23] 카올린, [30-24] 에틸헥실글리세린, [30-25] 다이포타슘글리시리제이트, [30-26] 시트릭애씨드, [30-27] 덱스트린, [30-28] 세라마이드엔피, [30-29] 토코페롤, [30-30] 쌀아미노산(100 ppb)"
"A000000219387","[쿨링진정] 마몽드 카밍 샷 아줄렌 토너 300ml","마몽드","300.0","300.0","ml","20000.0","18000","600.0","마트리카리아꽃수, 정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 나이아신아마이드, 에틸헥실글리세린, 소듐메타포스페이트, 소듐시트레이트, 시트릭애씨드, 구아이아줄렌(100ppm), 토코페롤","","[14-1] 마트리카리아꽃수, [14-2] 정제수, [14-3] 글리세린, [14-4] 부틸렌글라이콜, [14-5] 1,2-헥산다이올, [14-6] 피피지-13-데실테트라데세스-24, [14-7] 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, [14-8] 나이아신아마이드, [14-9] 에틸헥실글리세린, [14-10] 소듐메타포스페이트, [14-11] 소듐시트레이트, [14-12] 시트릭애씨드, [14-13] 구아이아줄렌(100ppm), [14-14] 토코페롤"
"A000000260382","[NEW] 토리든 다이브인 저분자 히알루론산 스킨 부스터 200ml","토리든","200.0","200.0","ml","","18000","900.0","정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 피토스핑고신, 알란토인, 판테놀, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(200ppm), 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 엑토인, 감초추출물, 2,3-부탄다이올, 트레할로오스, 버지니아풍년화잎추출물, 캐모마일꽃추출물, 글리세레스-26, 펜틸렌글라이콜, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, C14-22알코올, C12-20알킬글루코사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 잔탄검, 트로메타민, 다이소듐이디티에이, 말라카이트추출물, 에틸헥실글리세린, 황금추출물, 모란뿌리추출물","","[34-1] 정제수, [34-2] 부틸렌글라이콜, [34-3] 글리세린, [34-4] 1,2-헥산다이올, [34-5] 카프릴릭/카프릭트라이글리세라이드, [34-6] 세라마이드엔피, [34-7] 피토스핑고신, [34-8] 알란토인, [34-9] 판테놀, [34-10] 소듐하이알루로네이트, [34-11] 하이드롤라이즈드하이알루로닉애씨드(200ppm), [34-12] 소듐아세틸레이티드하이알루로네이트, [34-13] 소듐하이알루로네이트크로스폴리머, [34-14] 하이드롤라이즈드소듐하이알루로네이트, [34-15] 엑토인, [34-16] 감초추출물, [34-17] 2,3-부탄다이올, [34-18] 트레할로오스, [34-19] 버지니아풍년화잎추출물, [34-20] 캐모마일꽃추출물, [34-21] 글리세레스-26, [34-22] 펜틸렌글라이콜, [34-23] 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, [34-24] 피브이엠/엠에이코폴리머, [34-25] C14-22알코올, [34-26] C12-20알킬글루코사이드, [34-27] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [34-28] 잔탄검, [34-29] 트로메타민, [34-30] 다이소듐이디티에이, [34-31] 말라카이트추출물, [34-32] 에틸헥실글리세린, [34-33] 황금추출물, [34-34] 모란뿌리추출물"
"A000000179544","[트러블완화/수분진정] 비플레인 시카테롤 토너 200ml","비플레인","200.0","200.0","ml","24000.0","16800","840.0","정제수, 프로판다이올, 병풀추출물(2%), 1,2-헥산다이올, 베타-시토스테롤","","[5-1] 정제수, [5-2] 프로판다이올, [5-3] 병풀추출물(2%), [5-4] 1,2-헥산다이올, [5-5] 베타-시토스테롤"
